,message,lebel
4630,"Got hella gas money , want go grand nature adventure galileo little bit ?",0
4631,"'m meeting , call later",0
4632,Oh wow thats gay . firmware update help,0
4633,wo n't . move morphine,0
4634,come din c ï¿½_ ... Yup cut hair ...,0
4635,K k pa lunch aha .,0
4636,Oh ho . first time u use type word,0
4637,Captain vijaykanth comedy captain tv .. drunken : ),0
4638,course . guess god 's got hold right .,0
4639,hide anythiing keeping distance,0
4640,Havent .,0
4641,ripped ! Get mobile content www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads 3,1
4642,Sorry din lock keypad .,0
4643,u got person story,0
4644,planning come chennai ?,0
4645,tried contact reply offer Video Phone 750 anytime network min Half Price Line Rental Camcorder Reply call 08000930705,1
4646,God created gap btwn ur finger dat sum1 vry special fill gap holding ur hand .. plz dont ask created much gap leg ! ! !,0
4647,okay . Going sleep . Later,0
4648,"Please protect e-threats . SIB never asks sensitive information like Passwords , ATM/SMS PIN thru email . Never share password anybody .",0
4649,Finally happened .. ! Aftr decade .. ! BEER cheaper PETROL ! goverment expects u \DRINK\ `` . . . n't \ `` DRIVE \ `` ``,0
4650,ï¿½400 XMAS REWARD WAITING ! computer randomly picked loyal mobile customer receive ï¿½400 reward . call 09066380611,1
4651,r e meeting tmr ?,0
4652,Lol yes . add spice day .,0
4653,Hope great day .,0
4654,Prasanth ettans mother passed away last night . pray family .,0
4655,"K , 'll work something",0
4656,PRIVATE ! 2003 Account Statement show 800 un-redeemed S. I. M. point . Call 08718738002 Identifier Code : 48922 Expires 21/11/04,1
4657,message great Doctor India : - ) : 1 ) drink APPY FIZZ . contains Cancer causing age,0
4658,cant pick phone right . Pls send message,0
4659,call tell infront . Call .,0
4660,Ok prob ...,0
4661,Ladies first genus second k .,0
4662,. Yes please . swimming ?,0
4663,Mum going robinson already .,0
4664,Ok set let u noe e detail later ...,0
4665,.. tel software name ..,0
4666,send print out da .,0
4667,IM REALY SOZ IMAT MUMS 2NITE 2MORO,0
4668,"born , GOD said , \Oh ! Another IDIOT\ `` . born",0
4669,"didnt get ur full msg .. sometext missing , send",0
4670,"Probably , 'm almost gas get cash tomorrow",0
4671,"Customer service announcement . recently tried make delivery unable , please call 07099833605 re-schedule . Ref:9280114",1
4672,forgot 2 ask ï¿½_ smth .. 's card da present lei ... ? ï¿½ï¿½ want 2 write smth sign ?,0
4673,'m leaving house .,0
4674,"Hi babe Chloe , r u ? smashed saturday night , great ! weekend ? U missing ? SP visionsms.com Text stop stop 150p/text",1
4675,ï¿½ï¿½ ready call ...,0
4676,Wewa 130 . Iriver 255 . 128 mb .,0
4677,good thing 'm getting connection bw,0
4678,Sry da .. jst nw came home ..,0
4679,"'s cool 'll night , lem know 're around",0
4680,staying town ?,0
4681,"Haha yeah , 2 oz kind shitload",0
4682,Ok u take shopping u get paid =D,0
4683,"life Means lot , love life , love people life , world call friend , call World : - ) .. Ge : - ) ..",0
4684,"Alright 'll bring , see like & lt ; # & gt ; min",0
4685,pls dont play others life .,0
4686,Eatin lunch ...,0
4687,Hmmm.but give one day ..,0
4688,"n't try , g decided head",0
4689,Ok prob,0
4690,Surly ill give : - ) coming review .,0
4691,"march ending , ready . call sure . problem capital never complete . far . 's work lady",0
4692,Tessy .. pls favor . Pls convey birthday wish Nimya .. pls dnt forget . Today birthday Shijas,0
4693,Pls give food preferably pap slowly load sugar . take hour give . water . slowly .,0
4694,"URGENT ! Mobile 07808726822 awarded ï¿½2,000 Bonus Caller Prize 02/09/03 ! 2nd attempt contact ! Call 0871-872-9758 BOX95QU",1
4695,guy get used dumb realize .,0
4696,"Okey dokey , iï¿½ï¿½ï¿½ll bit sorting stuff .",0
4697,da : ) whats plan ?,0
4698,Yes fine,0
4699,"WIN : winner ! Mr. T. Foley iPod ! exciting prize soon , keep eye ur mobile visit www.win-82050.co.uk",1
4700,liked new mobile,1
4701,Anytime ...,1
4702,Mmmmmmm * snuggle * ... * deep contented sigh * ... * whisper * ... fucking love much barely stand ...,0
4703,Yar say got error .,0
4704,Hey anyway : - ),0
4705,Wow healthy . Old airport rd lor . Cant thk anything else . 'll b bathing dog later .,0
4706,Wif family booking tour package .,0
4707,"say bold , torch later . one torch 2bold ?",0
4708,"Haha awesome , might need take , doin tonight ?",0
4709,Ya knw u vl giv .. ok thanks kano .. anyway enjoy wit ur family wit 1st salary .. : - ) ; - ),0
4710,Huh slow tot u reach long ago liao ... U 2 day 4 leh ...,0
4711,Thats cool princess ! cover face hot sticky cum : ),0
4712,Big brotherï¿½ï¿½ï¿½s really scraped barrel shower social misfit,0
4713,Oops thk dun haf enuff ... go check tell ï¿½_ ..,0
4714,: ) 8 min go lunch : ),0
4715,"Hey . happened ? U switch ur cell whole day . isnt good . u care , give call tomorrow .",0
4716,"K , addie & amp ; art 'll get home",0
4717,uncle Atlanta . Wish guy great semester .,0
4718,"Aiyo ... lesson early ... 'm still sleepin , haha ... Okie , u go home liao den confirm w lor ...",0
4719,Forgot tell ï¿½_ smth .. ï¿½_ like number section 's clearer ..,0
4720,"Yup . Anything lor , u dun wan 's ok ...",0
4721,"'m home , love ... still awake ... * loving kiss *",0
4722,HELLO PEACH ! CAKE TASTS LUSH !,0
4723,"FREE GAME . Get Rayman Golf 4 FREE O2 Games Arcade . 1st get UR game setting . Reply POST , save & activ8 . Press 0 key Arcade . Termsapply",1
4724,"'ll minor shindig place later tonight , interested ?",0
4725,Jason say 's cool pick place like hour,0
4726,"mobile 10 mths ? Update latest Camera/Video phone FREE . KEEP UR NUMBER , Get extra free mins/texts . Text YES call",1
4727,( Career Tel ) added u contact INDYAROCKS.COM send FREE SMS . remove phonebook - sm & lt ; # & gt ;,0
4728,'ve reached already .,0
4729,dont know ask brother . Nothing problem thing . told .,0
4730,K : ) eng rocking ash : ),1
4731,Wat time r ï¿½_ going xin 's hostel ?,0
4732,Good Morning Dear Shijutta ........... great & amp ; successful day .,0
4733,Buy Space Invaders 4 chance 2 win orig Arcade Game console . Press 0 Games Arcade ( std WAP charge ) See o2.co.uk/games 4 Terms + setting . purchase,1
4734,Oh k : ) placement ah ?,0
4735,"possession , especially first offense",0
4736,"Nt driving even many reason called BBD .. thts chikku , hw abt dvg cold .. heard tht vinobanagar violence hw condition .. hw ru ? problem ?",0
4737,bought test yesterday . something let know exact day u ovulate.when get 2u 2 3wks . pls pls dont fret . know u r worried . Pls relax . Also anything ur past history u need tell ?,0
4738,pizza u want,0
4739,keep seeing weird shit bein \woah\ `` realising 's actually reasonable 'm \ `` oh\ `` ``,0
4740,Many happy return day . wish happy birthday .,0
4741,Ya nice . . .be ready thursday,0
4742,hospital da . . return home evening,0
4743,\Thinking u ; ) x\ `` ``,0
4744,Camera - awarded SiPix Digital Camera ! call 09061221066 fromm landline . Delivery within 28 day .,1
4745,Orh tot u say still dun believe .,0
4746,"put + sign , choose number pin show . Right ?",0
4747,beauty life next second .. hide thousand secret . wish every second wonderful ur life ... ! ! gud n8,0
4748,Thanx u darlin ! im cool thanx . bday drink 2 nite . 2morrow ! Take care c u soon.xxx,0
4749,"'re still , maybe leave credit card get gas get back like told",0
4750,weekly Cool-Mob tone ready download ! week new Tones include : 1 ) Crazy Frog-AXEL F > > > 2 ) Akon-Lonely > > > 3 ) Black Eyed-Dont P > > > info n,1
4751,Well boy glad G wasted night applebees nothing,0
4752,Cashbin.co.uk ( Get lot cash weekend ! ) www.cashbin.co.uk Dear Welcome weekend got biggest best EVER cash give away ! ! ..,1
4753,Ok lor ... u wan go look 4 u ?,0
4754,U wan 2 haf lunch 'm da canteen .,0
4755,n't make life stressfull .. Always find time Laugh .. may add year Life ! surely add life ur year ! ! Gud ni8 .. swt dream ..,0
4756,"hey , look like wrong one kappa guy number still phone , want text see 's around",0
4757,URGENT ! Mobile number awarded ï¿½2000 prize GUARANTEED . Call 09061790121 land line . Claim 3030 . Valid 12hrs 150ppm,1
4758,Thanks 4 continued support question week enter u in2 draw 4 ï¿½100 cash . Name NEW US President ? txt an 80082,1
4759,'m home . Doc gave pain med say everything fine .,0
4760,'s Ì© $ 140 ard ... ï¿½ï¿½ rest ard $ 180 least ... Ì© price 4 Ì© 2 bedrm ( $ 900 ),0
4761,! lovely night xxx,0
4762,Prepare pleasured : ),0
4763,Hi . : ) technical support.providing assistance u customer call email : ),0
4764,text way cup stop work . BUS,0
4765,Whens radio show ?,0
4766,unique user ID 1172 . removal send STOP 87239 customer service 08708034412,1
4767,'m sure still available though,0
4768,watever reLation u built dis world thing remains atlast iz lonlines lotz n lot memory ! feeling ..,0
4769,CHEERS LOU ! YEAH GOODNITE SHAME U NEVA CAME ! C YA GAILxx,0
4770,Hi .. got money da : ),0
4771,"Hi , Mobile . & lt ; # & gt ; added contact list www.fullonsms.com great place send free sm people visit fullonsms.com",0
4772,Ok u tell wat time u coming later lor .,0
4773,U repeat e instruction . Wat 's e road name ur house ?,0
4774,"many people seems special first sight , remain special till last sight .. Maintain till life end .. Sh ! jas",0
4775,Quite lor . dun tell wait get complacent ...,0
4776,Sorry completely forgot * pop em round week still ?,0
4777,U R BEAUTIFUL GIRL IVE EVER SEEN . U R BABY COME C COMMON ROOM,0
4778,cant see join denis mina ? denis want alone time,0
4779,Sen told going join uncle finance cbe,0
4780,Yup ... Hey one day fri ask miwa jiayin take leave go karaoke,0
4781,"Call , senthil hsbc .",0
4782,"Especially since talk boston personal statement , lol ! woulda changed realized said nyc ! say boston .",0
4783,Indeed way either - !,0
4784,"Urgent -call 09066649731from Landline . complimentary 4 * Ibiza Holiday ï¿½10,000 cash await collection SAE & Cs PO BOX 434 SK3 8WP 150ppm 18+",1
4785,Holy living christ taking long,0
4786,ï¿½ï¿½ thk wat eat tonight .,0
4787,"Thanx . Yup coming back sun . Finish dinner going back 2 hotel . Time fly , 're tog 4 exactly mth today . Hope 'll haf many mths come ...",0
4788,'re opposite side dropped,0
4789,Yup . Izzit still raining heavily co 'm e mrt ca n't c outside .,0
4790,Send resume : - ),0
4791,Gd luck 4 ur exam : - ),0
4792,u ask next sat . make 'm ok lor .,0
4793,Sorry uncle . I.ll keep touch,0
4794,Saw Guys Dolls last night Patrick Swayze great,0
4795,URGENT 2nd attempt contact U . ï¿½900 prize YESTERDAY still awaiting collection . claim CALL 09061702893,1
4796,Santa calling ! Would little one like call Santa Xmas Eve ? Call 09077818151 book time . Calls1.50ppm last 3mins 30 & C www.santacalling.com,1
4797,come home . n't want u miserable,0
4798,dont know she.s getting message,0
4799,"cool tyler take 're gon na buy drop place later tonight . total order quarter , got enough ?",0
4800,"guy car shop flirting got phone number paperwork called texted . 'm nervous course may address . call bos tell , knowing may get fired ?",0
4801,Reverse cheating . mathematics .,0
4802,plan manage,0
4803,"Er , hello , thing didnï¿½ï¿½ï¿½t quite go plan ï¿½ï¿½ï¿½ limping slowly home followed aa exhaust hanging",0
4804,Sorry delay . Yes master,0
4805,Call u finish come n pick u .,0
4806,PRIVATE ! 2004 Account Statement 078498 * * * * 7 show 786 unredeemed Bonus Points . claim call 08719180219 Identifier Code : 45239 Expires 06.05.05,1
4807,'s oga . Left phone home saw ur message . Hope good . great weekend .,0
4808,"n't worry though , understand important put place poorly thought punishment face worst thing ever happened . Brb gon na go kill",0
4809,"Honey , pls find much sell Predicte Nigeria . many time used . important reply monday",0
4810,E admin building ? might b slightly earlier ... 'll call u 'm reaching ...,0
4811,"fyi 'm usf , swing room whenever",0
4812,call & lt ; # & gt ; min thats ok,0
4813,Ummmmmaah Many many happy return day dear sweet heart .. HAPPY BIRTHDAY dear,0
4814,ï¿½ï¿½ home work meh ...,0
4815,Anything valuable 2 situation : First- getting ... Second- loosing ...,0
4816,. Mark taking forever pick prescription pain coming back .,0
4817,'s ur paper ?,0
4818,Got smaller capacity one ? Quite ex ...,0
4819,Check Choose Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,1
4820,Im good ! thinking ...,0
4821,u r winner U ave specially selected 2 receive ï¿½1000 cash 4 * holiday ( flight inc ) speak live operator 2 claim 0871277810710p/min ( 18 ),1
4822,: - ) : - ),0
4823,thought bout ... || Drink tap & spile seven . || pub gas st broad st canal . || Ok ?,0
4824,going sleep . tired travel .,0
4825,"Haha , thinkin",0
4826,Yup 's giving problem mayb 'll jus leave ...,0
4827,Lol . trying make day little interesting,0
4828,"long get reply , defer admission til next semester",0
4829,word \Checkmate\ `` chess come Persian phrase \ `` Shah Maat\ `` mean ; \ `` king dead .. \ `` Goodmorning .. good day .. : ) ``,0
4830,Po de : - ) : ) : - ) : - ) : - ) . need job aha .,0
4831,Rats . Hey u ever vote next theme ?,0
4832,"New Mobiles 2004 , MUST GO ! Txt : NOKIA : 89545 & collect today ! ï¿½1 . www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION .",1
4833,hope pee burn tonite .,0
4834,"OH RITE . WELL IM BEST MATE PETE , WENT 4 WEEK+ 2GEVA . LONGER WEEK .",0
4835,Yay ca n't wait party together !,0
4836,.... photoshop make computer shut .,0
4837,boy made fun today . Ok problem . sent one message fun,0
4838,'s one issue california okay . snow manageable,0
4839,PRIVATE ! 2003 Account Statement show 800 un-redeemed S. I. M. point . Call 08715203652 Identifier Code : 42810 Expires 29/10/0,1
4840,"Hmmm .... Mayb try e shoppin area one , forgot e name hotel ...",0
4841,"Awesome , gon na soon later tonight ?",0
4842,need detail online job .,0
4843,! valued Vodafone customer computer picked win ï¿½150 prize . collect easy . call 09061743386,1
4844,Missing too.pray inshah allah,0
4845,Pls help tell Ashley cant find number oh,0
4846,escape theatre . . Going watch KAVALAN minute,0
4847,S.this increase chance winning .,0
4848,either way work . & lt ; # & gt ; year old . Hope doesnt bother .,0
4849,Maybe find something else instead ? ? ?,0
4850,Gain right wife.dont demand it.i trying husband too.Lets see,0
4851,liked new house,0
4852,'m fine . Hope also,0
4853,"Also north carolina texas atm , would go gre site pay test result sent .",0
4854,u ...,0
4855,yes baby ! need stretch open pussy !,0
4856,Thanks ! bomb date phone wanted say !,0
4857,Ok ...,0
4858,"Hey , guy know breathing neck get bud , anyway 'd able get half track usf tonight ?",0
4859,\Response\ `` one powerful weapon 2 occupy place others 'HEART ' ...,0
4860,Nokia phone lovly ..,1
4861,* * FREE MESSAGE * * Thanks using Auction Subscription Service . 18 . 150p/MSGRCVD 2 Skip Auction txt . 2 Unsubscribe txt STOP CustomerCare 08718726270,1
4862,Bored housewife ! Chat n date ! 0871750.77.11 ! BT-national rate 10p/min landline !,1
4863,Sorry da .. today wont come play .. driving clas ..,0
4864,'m really sorry lit hair fire,0
4865,"Oh ! Shit , thought trip ! Loooooool ... make much sense ... * grin * sofa reference ... \sleep couch\ `` link sent ... n't went trip ? Oh ... n't babe go celebration rent ? ``",0
4866,Okey dokey swashbuckling stuff oh .,0
4867,"Watching cartoon , listening music & amp ; eve go temple & amp ; church .. u ?",0
4868,1 . Tension face 2 . Smiling face 3 . Waste face 4 . Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face & lt ; # & gt ; .joker face .,0
4869,Dip 's cell dead . coming . U better respond else shall come back .,0
4870,Well . know mean . Texting,0
4871,Hi dis yijue would happy work wif ï¿½_ gek1510 ...,0
4872,Lol ! Oops sorry ! fun .,0
4873,Wat happened cruise thing,0
4874,"know dat feelin Pete ! Wuld get em , nuther place nuther time mayb ?",0
4875,lyricalladie ( 21/F ) inviting friend . Reply YES-910 NO-910 . See : www.SMS.ac/u/hmmross STOP ? Send STOP FRND 62468,1
4876,world 's happiest frnds never character ... Dey best understanding difference ...,0
4877,1 POLYPHONIC tone 4 ur mob every week ! txt PT2 87575 . 1st Tone FREE ! get txtin tell ur friend . 150p/tone . 16 reply HL 4info,1
4878,Yeah open chat click friend list . make list . Easy pie,0
4879,alright tyler 's got minor crisis home sooner thought asap,0
4880,When/where pick,0
4881,usual u call ard 10 smth .,0
4882,"New Theory : Argument win SITUATION , loses PERSON . dont argue ur friend .. . . . kick & amp ; say , 'm always correct . !",0
4883,many thing antibiotic used chest abdomen gynae infection even bone infection .,0
4884,Poor girl ca n't go one day lmao,0
4885,6times,0
4886,Todays Vodafone number ending 4882 selected receive ï¿½350 award . number match call 09064019014 receive ï¿½350 award .,1
4887,pls make note she.s exposed . Also find school anyone else vomiting . dog cat house ? Let know later .,0
4888,"Japanese Proverb : one , U , none , U must Indian version : one , LET .. none , LEAVE ! ! finally Kerala version : one , Stop .. none , Make strike ...",0
4889,Sounds like could lot time spent chastity device boy ... * grin * ... take beating like good dog . Going lounge nice long bath ?,0
4890,worse us half way stop . better complete .,0
4891,Miserable . n't tell u side effect birth control massive gut wrenching cramp first 2 month . n't sleep last night .,0
4892,Send new number,0
4893,Convey regard,0
4894,Want latest Video handset ? 750 anytime network min ? Half price line rental ? Reply call 08000930705 delivery tomorrow,1
4895,2 half year missed friendship : - ),0
4896,cant pick phone right . Pls send message,0
4897,Oh fuck 's sake 's like tallahassee,0
4898,"Haha , first person gon na ask",0
4899,"ou guaranteed latest Nokia Phone , 40GB iPod MP3 player ï¿½500 prize ! Txt word : COLLECT : 83355 ! IBHltd LdnW15H 150p/Mtmsgrcvd18",1
4900,Taka lor . Wat time u wan 2 come n look 4 u ?,0
4901,* FREE * POLYPHONIC RINGTONE Text SUPER 87131 get FREE POLY TONE week ! 16 SN PoBox202 NR31 7ZS subscription 450pw,1
4902,\I ; reaching another 2 stops.\ `` ``,0
4903,", * n't * mean post . wrote , like many time 've ritten stuff , let sit . feeling time . angry . left , hit send , stop . n't . checked phone got car . n't . said n't sleep , bored . would n't time clean , fold laundry , etc . ? least make bed ?",0
4904,Warner Village 83118 C Colin Farrell SWAT wkend @ Warner Village & get 1 free med . Popcorn ! show msg+ticket @ kiosk.Valid 4-7/12 . C & c @ kiosk . Reply SONY 4 mre film offer,1
4905,come online today night,0
4906,anything special ?,0
4907,"'m solihull , | want anything ?",0
4908,. good day,0
4909,REGRET INFORM U NHS MADE MISTAKE.U NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 INCONVENIENCE,0
4910,Love holiday Monday feeling even go dentist hour,0
4911,way tirupur .,0
4912,"Goal ! Arsenal 4 ( Henry , 7 v Liverpool 2 Henry score simple shot 6 yard pas Bergkamp give Arsenal 2 goal margin 78 min .",1
4913,'ve already got flaky parent . It'snot supposed child 's job support parent ... 're Ride age anyway . 'm supposed support . 've hurt . unintentional . hurt nonetheless .,0
4914,took hooch walk toaday fell ! Splat ! Grazed knee everything ! stayed home ! See tomorrow !,0
4915,"dropped em , omw back",0
4916,"2nd time tried 2 contact u. U 750 Pound prize . 2 claim easy , call 08712101358 ! 10p per min . BT-national-rate",1
4917,Sitting mu waiting everyone get suite take shower,0
4918,call ; n't see facebook huh ?,0
4919,"G say never answer text , confirm/deny",0
4920,"common hearin r u ? Wat r u ? ur day ? let ask u something different . u smile today ? , .... Gud evng .",0
4921,Hi Dear Call urgnt . n't know whats problem . n't want work problem least tell . Wating reply .,0
4922,Oh yah ... never cancel leh ... Haha,0
4923,go 4 e normal pilate intro ...,0
4924,Ok ... Let u noe leave house .,0
4925,"Oh yes , like torture watching england ?",0
4926,Wan na art ? ! :,0
4927,hopeing wasnï¿½ï¿½ï¿½t pissed remember gone sister something !,0
4928,"Got take 2 take part WRC Rally Oz ? U Lucozade Energy ! Text RALLY LE 61200 ( 25p ) , see pack lucozade.co.uk/wrc & itcould u !",1
4929,"Hi , SEXYCHAT girl waiting text . Text great night chatting . send STOP stop service",1
4930,"Good morning , boytoy ! 's yummy lip ? 's sexy bun ? ? think ? crave ? need ?",0
4931,Match started.india & lt ; # & gt ; 2,0
4932,free call sir .,0
4933,Hey want anything buy : ),0
4934,"Hey babe , 's going ? ever figure going New Years ?",0
4935,K .. k. : ) congratulation ..,0
4936,G want know fuck,0
4937,cancelled yeah baby ! Well sound important understand darlin give ring later fone love Kate x,0
4938,Tomarrow want got court . & lt ; DECIMAL & gt ; . come bus stand 9 .,0
4939,ï¿½ï¿½ go home liao ? Ask dad pick 6 ...,0
4940,Omg make wedding chapel frontierville ? get good stuff ?,0
4941,"'m eatin lor , goin back work soon ... E mountain deer show huh ... watch b4 liao , nice ...",0
4942,Check mail.i mailed varma kept copy regarding membership.take care.insha allah .,0
4943,Wrong phone ! phone ! answer one assume people n't well,0
4944,"Anyway n't think secure anything , lem know want drive south chill",0
4945,'m already back home probably,0
4946,Great News ! Call FREEFONE 08006344447 claim guaranteed ï¿½1000 CASH ï¿½2000 gift . Speak live operator !,1
4947,"Hi Amy , sending free phone number couple day , give access adult party ...",0
4948,bus way calicut,0
4949,Hi probably much fun get message thought id txt u co im bored ! james farting night,0
4950,hi baby im sat bloody bus mo wont home 7:30 wan na somethin later ? call later ortxt back jess xx,0
4951,"Welcome Select , O2 service added benefit . call specially trained advisor FREE mobile dialling 402 .",1
4952,lost 4 pound since doc visit last week woot woot ! 'm gon na celebrate stuffing face !,0
4953,U coming back 4 dinner rite ? Dad ask confirm wif u ...,0
4954,master . buy bb co sale 's bf,0
4955,"Ahhhh ... woken ! bad dream u tho , dont like u right : ) didnt know anything comedy night guess im .",0
4956,'m vivek : ) got call number .,0
4957,n't u call lunch ?,0
4958,"mean left early check , co 'm working 9-6 .",0
4959,want & lt ; # & gt ; r da : ) ?,0
4960,"bit Ur smile hppnss , drop Ur tear sorrow , part Ur heart life , heart like mine wil care U , forevr GOODFRIEND",0
4961,Yup ok ...,0
4962,want see pretty pussy ...,0
4963,Dear Voucher holder next meal u . Use following link pc 2 enjoy 2 4 1 dining experiencehttp : //www.vouch4me.com/etlp/dining.asp,1
4964,"people game , 'm mall iouri kaila",0
4965,URGENT ! trying contact U. Todays draw show ï¿½2000 prize GUARANTEED . Call 09058094507 land line . Claim 3030 . Valid 12hrs,1
4966,donate ï¿½2.50 UNICEF 's Asian Tsunami disaster support fund texting DONATE 864233. ï¿½2.50 added next bill,1
4967,Future planned tomorrow ..... ! result today ... ! best present ... enjoy future .,0
4968,cme want go ho 2morow . wil cme . got dear . didnt say time,0
4969,supposed meet discus abt trip ... Thought xuhui told ? afternoon . Thought go lesson,0
4970,Hey come online ! Use msn ...,0
4971,'m fine . Hope good . take care .,0
4972,Oops shower u called . Hey parking garage collapsed university hospital . See 'm crazy . Stuff like happen .,0
4973,Aiyo u poor thing ... u dun wan 2 eat ? U bathe already ?,0
4974,Yar ... tot u knew dis would happen long ago already .,0
4975,gorgeous ! keep pix cumming : ) thank !,0
4976,boy late 2 home . father : \POWER FRNDSHIP\ `` ``,0
4977,JADE PAUL . DIDNï¿½ï¿½T U TXT ? U REMEMBER BARMED ? WANT 2 TALK 2 U ! TXT,0
4978,Spending new year brother family . Lets plan meet next week . ready spoiled ? : ),0
4979,u today ?,0
4980,said okay . Sorry,0
4981,Slept ? thinkThis time ( & lt ; # & gt ; pm ) dangerous,0
4982,Networking job .,0
4983,goldviking ( 29/M ) inviting friend . Reply YES-762 NO-762 See : www.SMS.ac/u/goldviking STOP ? Send STOP FRND 62468,1
4984,Dont let studying stress . L8r .,0
4985,'s u haf 2 keep busy ...,0
4986,rushing . 'm working . 'm school rush go hungry .,0
4987,channel : - ) : - ) : ) : - ) .,0
4988,telling coulda real Valentine n't ? U never pick NOTHING ! !,0
4989,Phony ï¿½350 award - Todays Voda number ending XXXX selected receive ï¿½350 award . match please call 08712300220 quoting claim code 3100 standard rate app,1
4990,"made ! Eta taunton 12:30 planned , hope thatï¿½ï¿½ï¿½s still okday ? ! Good see ! : -xx",0
4991,'m hungry buy smth home ...,0
4992,\HEY KATE,0
4993,drive read . need write,0
4994,"looked addie go back Monday , suck",0
4995,Happy new year . Hope good semester,0
4996,Esplanade lor . else ...,0
4997,talk ..,0
4998,"Hmph . Go head , big baller .",0
4999,Well like actually called someone punto . woulda worse .,0
5000,"Nope . Since ayo travelled , forgotten guy",0
5001,still around ? Looking pick later,0
5002,CDs 4u : Congratulations ur awarded ï¿½500 CD gift voucher ï¿½125 gift guaranteed & Freeentry 2 ï¿½100 wkly draw xt MUSIC 87066 TnCs www.ldew.com1win150ppmx3age16,1
5003,'s someone year & lt ; # & gt ; toyota camry like mr olayiwola 's . Mileage & lt ; # & gt ; k.its clean need know much sell . raise dough soon landing sell . Holla back .,0
5004,Guess pub im ? Im happy pig clover whatever saying !,0
5005,ILL B SOON,0
5006,Oh k. . come tomorrow,0
5007,Go fool dont cheat others ok,0
5008,"mobile number.pls sm ur mail id.convey regard achan , amma.Rakhesh.Qatar",0
5009,"way , 'rencontre ' meet . Mountains dont ....",0
5010,guaranteed ï¿½1000 cash ï¿½2000 prize . claim yr prize call customer service representative 08714712412 10am-7pm Cost 10p,1
5011,U attend ur driving lesson many time wk n day ?,0
5012,"Uncle G , checking . rewarding month",0
5013,Hello boytoy ! Geeee ... 'm missing today . like send tm remind 'm thinking ... loved ... * loving kiss *,0
5014,think two still need get cash def ready 9,0
5015,Hey gal ... U wan na meet 4 dinner nï¿½ï¿½te ?,0
5016,Dear 0776xxxxxxx U 've invited XCHAT . final attempt contact u ! Txt CHAT 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1
5017,Babe ! ? ? talking ? think ? good boy ? missing ? love ?,0
5018,Great ! office today ?,0
5019,"'s cool , last little . Getting time soon ?",0
5020,: - ( sad puppy noise,0
5021,Yes possible dint try . Pls dont tell one k,0
5022,Anyway holla whenever 're around need excuse go creep people sarasota,0
5023,. happen,0
5024,gon na ask lol think 7,0
5025,Ur cash-balance currently 500 pound - maximize ur cash-in send GO 86688 150p/meg . CC : 08718720201 HG/Suite342/2lands Row/W1j6HL,1
5026,PRIVATE ! 2003 Account Statement show 800 un-redeemed S.I.M . point . Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,1
5027,Go chase run 's crossing street,0
5028,'d like tell deepest darkest fantasy . Call 09094646631 60p/min . stop text call 08712460324 ( nat rate ),1
5029,coming friday leave pongal ? get news work place .,0
5030,Hey ... inconvenient si huh ?,0
5031,Ok vl .. u know got adsense approved ..,0
5032,"* really good see day dudette , missing !",0
5033,want go perumbavoor,0
5034,many time told stage use laugh . listen aha .,0
5035,wo n't believe 's true . 's Incredible Txts ! Reply G learn truly amazing thing blow mind . O2FWD 18p/txt,1
5036,( n't hear ),0
5037,Thanks talk saturday . dear . cherish brother role model .,0
5038,Pls clarify back open return ticket preponed go back kerala .,0
5039,Natalie ( 20/F ) inviting friend . Reply YES-165 NO-165 See : www.SMS.ac/u/natalie2k9 STOP ? Send STOP FRND 62468,1
5040,ran younger man . make pretty baby together : ),0
5041,Jamster ! get free wallpaper text HEART 88888 ! & C apply . 16 . Need Help ? Call 08701213186 .,1
5042,ic lol . play 9 door sometime yo,0
5043,"Dunno , dad said coming home 2 bring u 4 lunch . Yup go w u lor . call u reach school lor ...",0
5044,"sent JD Customer Service cum Accounts Executive ur mail id , detail contact u",1
5045,Desires- u going doctor 4 liver . get bit stylish . Get ur hair managed . Thats .,0
5046,Hmmm.still dont opener ?,0
5047,Yeah basically time next week get away mom & amp ; get 3,0
5048,"Edison rightly said , \A fool ask question wise man answer\ `` know u speechless ViVa .. GM",0
5049,vote wherever heart guide,0
5050,si lor ... juz watched italian job .,0
5051,"Tick , tick , tick .... ? could die loneliness know ! * pout * * stomp foot * need ...",0
5052,Lmao know well ...,0
5053,Double Mins & Double Txt & 1/2 price Linerental Latest Orange Bluetooth mobile . Call MobileUpd8 latest offer . 08000839402 call2optout/LF56,1
5054,train back northampton 'm afraid ! 'm staying skyving today ho ho ! around wednesday though . fancy comedy club week way ?,0
5055,Goodnight da thangam really miss u dear .,0
5056,Hey next sun 1030 's basic yoga course ... bugis ... go ... Pilates intro next sat .... Tell time r free,0
5057,"Geeeee ... internet really bad today , eh ?",0
